Product ID,Product Name,Category,Sub-Category,Total_Units_Sold,Total_Sales,Avg_Units_Per_Order,Avg_Monthly_Units,Profit_Margin_Pct,Volume_Quartile,Inventory_Alert,Recommended_Restock_Qty
TEC-AC-10004633,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",Technology,Accessories,30.0,184.54,5.0,2.5,36.36,1,URGENT - Restock Immediately,8.0
OFF-ST-10004123,Safco Industrial Wire Shelving System,Office Supplies,Storage,30.0,2511.05,3.75,2.5,-8.7,1,MEDIUM - Monitor Stock,8.0
OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,Office Supplies,Envelopes,30.0,375.73,4.29,2.5,43.88,1,URGENT - Restock Immediately,8.0
OFF-ST-10002974,"Trav-L-File Heavy-Duty Shuttle II, Black",Office Supplies,Storage,30.0,1193.82,4.29,2.5,23.36,1,URGENT - Restock Immediately,8.0
OFF-AR-10001149,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Art,30.0,80.95,4.29,2.5,29.37,1,URGENT - Restock Immediately,8.0
OFF-AR-10001547,Newell 311,Office Supplies,Art,30.0,61.44,3.75,2.5,21.22,1,URGENT - Restock Immediately,8.0
FUR-CH-10004698,"Padded Folding Chairs, Black, 4/Carton",Furniture,Chairs,30.0,1830.15,3.75,2.5,4.42,1,MEDIUM - Monitor Stock,8.0
OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,Office Supplies,Fasteners,30.0,92.14,3.75,2.5,38.64,1,URGENT - Restock Immediately,8.0
OFF-PA-10002479,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Office Supplies,Paper,30.0,139.39,3.75,2.5,37.5,1,URGENT - Restock Immediately,8.0
OFF-BI-10002557,Presstex Flexible Ring Binders,Office Supplies,Binders,30.0,92.82,3.75,2.5,26.47,1,URGENT - Restock Immediately,8.0
OFF-ST-10000876,Eldon Simplefile Box Office,Office Supplies,Storage,30.0,345.83,3.75,2.5,22.3,1,URGENT - Restock Immediately,8.0
OFF-AP-10000696,Holmes Odor Grabber,Office Supplies,Appliances,30.0,357.62,3.75,2.5,18.95,1,URGENT - Restock Immediately,8.0
OFF-BI-10001543,GBC VeloBinder Manual Binding System,Office Supplies,Binders,30.0,842.17,3.75,2.5,33.33,1,URGENT - Restock Immediately,8.0
OFF-ST-10003058,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Office Supplies,Storage,30.0,709.5,5.0,2.5,29.0,1,URGENT - Restock Immediately,8.0
OFF-PA-10001509,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Office Supplies,Paper,30.0,268.5,6.0,2.5,46.0,1,URGENT - Restock Immediately,8.0
OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener,Office Supplies,Art,30.0,75.62,4.29,2.5,20.65,1,URGENT - Restock Immediately,8.0
TEC-PH-10002496,Cisco SPA301,Technology,Phones,30.0,4180.53,3.33,2.5,21.64,1,URGENT - Restock Immediately,8.0
OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,Appliances,30.0,867.77,3.33,2.5,6.58,1,MEDIUM - Monitor Stock,8.0
OFF-PA-10000176,Xerox 1887,Office Supplies,Paper,30.0,512.19,3.75,2.5,42.22,1,URGENT - Restock Immediately,8.0
TEC-AC-10002402,Razer Kraken PRO Over Ear PC and Music Headset,Technology,Accessories,30.0,2159.73,3.75,2.5,22.22,1,URGENT - Restock Immediately,8.0
OFF-BI-10000320,GBC Plastic Binding Combs,Office Supplies,Binders,30.0,172.69,3.0,2.5,34.62,1,URGENT - Restock Immediately,8.0
OFF-ST-10002352,Iris Project Case,Office Supplies,Storage,30.0,225.04,5.0,2.5,21.28,1,URGENT - Restock Immediately,8.0
OFF-BI-10004656,Peel & Stick Add-On Corner Pockets,Office Supplies,Binders,30.0,38.02,4.29,2.5,11.36,1,URGENT - Restock Immediately,8.0
TEC-PH-10002200,Aastra 6757i CT Wireless VoIP phone,Technology,Phones,30.0,7437.89,3.75,2.5,4.76,1,MEDIUM - Monitor Stock,8.0
OFF-AR-10003829,Newell 35,Office Supplies,Art,30.0,93.15,3.33,2.5,25.0,1,URGENT - Restock Immediately,8.0
FUR-CH-10004289,Global Super Steno Chair,Furniture,Chairs,30.0,2389.9,4.29,2.5,0.0,1,MEDIUM - Monitor Stock,8.0
FUR-TA-10002530,"Iceberg OfficeWorks 42"" Round Tables",Furniture,Tables,30.0,3457.44,4.29,2.5,-11.35,1,MEDIUM - Monitor Stock,8.0
OFF-ST-10002214,X-Rack File for Hanging Folders,Office Supplies,Storage,30.0,318.38,3.33,2.5,21.28,1,URGENT - Restock Immediately,8.0
OFF-LA-10002195,Avery 481,Office Supplies,Labels,30.0,91.17,6.0,2.5,47.3,1,URGENT - Restock Immediately,8.0
TEC-AC-10002926,Logitech Wireless Marathon Mouse M705,Technology,Accessories,30.0,1409.72,3.75,2.5,39.36,1,URGENT - Restock Immediately,8.0
TEC-PH-10004897,Mediabridge Sport Armband iPhone 5s,Technology,Phones,30.0,257.74,4.29,2.5,-15.12,1,MEDIUM - Monitor Stock,8.0
OFF-AR-10003631,Staples in misc. colors,Office Supplies,Art,30.0,123.9,7.5,2.5,21.48,1,URGENT - Restock Immediately,8.0
OFF-PA-10001878,Xerox 1891,Office Supplies,Paper,30.0,1320.57,4.29,2.5,41.11,1,URGENT - Restock Immediately,8.0
OFF-LA-10003190,Avery 474,Office Supplies,Labels,30.0,78.34,3.33,2.5,43.75,1,URGENT - Restock Immediately,8.0
FUR-FU-10003142,"Master Big Foot Doorstop, Beige",Furniture,Furnishings,30.0,152.06,5.0,2.5,28.13,1,URGENT - Restock Immediately,8.0
FUR-TA-10003954,Hon 94000 Series Round Tables,Furniture,Tables,30.0,7404.5,6.0,2.5,-9.2,1,MEDIUM - Monitor Stock,8.0
OFF-AR-10000817,Manco Dry-Lighter Erasable Highlighter,Office Supplies,Art,30.0,88.16,4.29,2.5,31.72,1,URGENT - Restock Immediately,8.0
OFF-PA-10002581,Xerox 1951,Office Supplies,Paper,30.0,755.91,5.0,2.5,32.38,1,URGENT - Restock Immediately,8.0
FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,Furniture,Tables,29.0,7242.77,3.63,2.42,-7.36,1,MEDIUM - Monitor Stock,7.0
OFF-AR-10002053,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Office Supplies,Art,29.0,81.65,4.14,2.42,23.8,1,URGENT - Restock Immediately,7.0
OFF-AP-10003622,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",Office Supplies,Appliances,29.0,87.75,5.8,2.42,23.74,1,URGENT - Restock Immediately,7.0
TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Technology,Accessories,29.0,1489.33,3.22,2.42,17.14,1,URGENT - Restock Immediately,7.0
OFF-FA-10004854,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Office Supplies,Fasteners,29.0,296.18,3.63,2.42,40.43,1,URGENT - Restock Immediately,7.0
TEC-AC-10002076,Microsoft Natural Keyboard Elite,Technology,Accessories,29.0,1497.0,7.25,2.42,1.4,1,MEDIUM - Monitor Stock,7.0
FUR-CH-10003396,Global Deluxe Steno Chair,Furniture,Chairs,29.0,1770.54,2.9,2.42,-12.22,1,MEDIUM - Monitor Stock,7.0
TEC-AC-10002567,Logitech G602 Wireless Gaming Mouse,Technology,Accessories,29.0,1999.75,3.22,2.42,25.76,1,URGENT - Restock Immediately,7.0
OFF-BI-10002498,Clear Mylar Reinforcing Strips,Office Supplies,Binders,29.0,377.54,4.14,2.42,23.91,1,URGENT - Restock Immediately,7.0
OFF-AP-10002350,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Office Supplies,Appliances,29.0,516.22,3.63,2.42,23.8,1,URGENT - Restock Immediately,7.0
OFF-BI-10000014,Heavy-Duty E-Z-D Binders,Office Supplies,Binders,29.0,176.74,3.63,2.42,5.12,1,MEDIUM - Monitor Stock,7.0
OFF-AP-10000576,"Belkin 325VA UPS Surge Protector, 6'",Office Supplies,Appliances,29.0,2010.85,4.14,2.42,18.72,1,URGENT - Restock Immediately,7.0
TEC-PH-10002660,Nortel Networks T7316 E Nt8 B27,Technology,Phones,29.0,1876.52,4.83,2.42,21.2,1,URGENT - Restock Immediately,7.0
OFF-AR-10000034,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,Art,29.0,118.72,4.83,2.42,36.82,1,URGENT - Restock Immediately,7.0
OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,Office Supplies,Binders,29.0,38.64,3.63,2.42,-12.66,1,MEDIUM - Monitor Stock,7.0
TEC-AC-10003198,Enermax Acrylux Wireless Keyboard,Technology,Accessories,29.0,2450.16,4.83,2.42,25.73,1,URGENT - Restock Immediately,7.0
TEC-PH-10003589,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,Technology,Phones,29.0,442.55,4.14,2.42,38.7,1,URGENT - Restock Immediately,7.0
OFF-ST-10001476,Steel Personal Filing/Posting Tote,Office Supplies,Storage,29.0,937.46,5.8,2.42,19.81,1,URGENT - Restock Immediately,7.0
OFF-PA-10001685,Easy-staple paper,Office Supplies,Paper,29.0,257.56,5.8,2.42,41.77,1,URGENT - Restock Immediately,7.0
FUR-TA-10004619,Hon Non-Folding Utility Tables,Furniture,Tables,29.0,3775.65,5.8,2.42,14.35,1,URGENT - Restock Immediately,7.0
OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,Office Supplies,Appliances,29.0,262.45,3.22,2.42,10.95,1,URGENT - Restock Immediately,7.0
OFF-FA-10000053,Revere Boxed Rubber Bands by Revere,Office Supplies,Fasteners,29.0,48.01,4.83,2.42,-11.89,1,MEDIUM - Monitor Stock,7.0
OFF-BI-10000666,Surelock Post Binders,Office Supplies,Binders,29.0,653.98,3.63,2.42,32.24,1,URGENT - Restock Immediately,7.0
FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furniture,Furnishings,29.0,2699.06,3.63,2.42,46.69,1,URGENT - Restock Immediately,7.0
OFF-ST-10002554,Tennsco Industrial Shelving,Office Supplies,Storage,29.0,1281.44,3.22,2.42,-8.47,1,MEDIUM - Monitor Stock,7.0
TEC-AC-10004171,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Technology,Accessories,29.0,2619.74,4.83,2.42,38.02,1,URGENT - Restock Immediately,7.0
OFF-BI-10003007,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",Office Supplies,Binders,29.0,698.04,4.14,2.42,13.0,1,URGENT - Restock Immediately,7.0
OFF-LA-10002945,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",Office Supplies,Labels,29.0,153.72,4.83,2.42,35.82,1,URGENT - Restock Immediately,7.0
OFF-PA-10000143,Astroparche Fine Business Paper,Office Supplies,Paper,29.0,144.67,4.83,2.42,44.96,1,URGENT - Restock Immediately,7.0
OFF-PA-10003797,Xerox 209,Office Supplies,Paper,29.0,187.92,5.8,2.42,48.0,1,URGENT - Restock Immediately,7.0
FUR-FU-10001185,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",Furniture,Furnishings,28.0,822.74,5.6,2.33,37.89,1,URGENT - Restock Immediately,7.0
OFF-PA-10000327,Xerox 1971,Office Supplies,Paper,28.0,113.85,4.67,2.33,42.11,1,URGENT - Restock Immediately,7.0
OFF-BI-10004600,Ibico Ibimaster 300 Manual Binding System,Office Supplies,Binders,28.0,7985.38,3.5,2.33,29.03,1,URGENT - Restock Immediately,7.0
FUR-CH-10003535,"Global Armless Task Chair, Royal Blue",Furniture,Chairs,28.0,1396.44,3.5,2.33,-1.48,1,MEDIUM - Monitor Stock,7.0
OFF-AR-10003179,Dixon Ticonderoga Core-Lock Colored Pencils,Office Supplies,Art,28.0,229.57,4.0,2.33,25.56,1,URGENT - Restock Immediately,7.0
OFF-AP-10001962,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,Office Supplies,Appliances,28.0,229.89,4.67,2.33,23.36,1,URGENT - Restock Immediately,7.0
OFF-PA-10004353,Southworth 25% Cotton Premium Laser Paper and Envelopes,Office Supplies,Paper,28.0,527.47,5.6,2.33,44.85,1,URGENT - Restock Immediately,7.0
TEC-PH-10003988,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",Technology,Phones,28.0,261.6,3.5,2.33,16.0,1,URGENT - Restock Immediately,7.0
OFF-PA-10000482,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Office Supplies,Paper,28.0,1016.79,4.67,2.33,44.63,1,URGENT - Restock Immediately,7.0
OFF-BI-10002309,Avery Heavy-Duty EZD  Binder With Locking Rings,Office Supplies,Binders,28.0,110.48,4.67,2.33,26.46,1,URGENT - Restock Immediately,7.0
OFF-SU-10001218,Fiskars Softgrip Scissors,Office Supplies,Supplies,28.0,307.44,4.0,2.33,28.0,1,URGENT - Restock Immediately,7.0
OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Office Supplies,Storage,28.0,2299.75,2.8,2.33,-7.52,1,MEDIUM - Monitor Stock,7.0
OFF-LA-10004544,Avery 505,Office Supplies,Labels,28.0,372.96,4.0,2.33,44.44,1,URGENT - Restock Immediately,7.0
OFF-PA-10004082,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",Office Supplies,Paper,28.0,223.44,4.0,2.33,50.0,1,URGENT - Restock Immediately,7.0
OFF-BI-10004967,Round Ring Binders,Office Supplies,Binders,28.0,29.95,4.67,2.33,-3.06,1,MEDIUM - Monitor Stock,7.0
TEC-PH-10004614,AT&T 841000 Phone,Technology,Phones,28.0,1614.6,4.0,2.33,10.26,1,URGENT - Restock Immediately,7.0
OFF-LA-10001158,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Office Supplies,Labels,28.0,277.38,4.0,2.33,45.67,1,URGENT - Restock Immediately,7.0
FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,Furniture,Bookcases,28.0,2970.06,2.8,2.33,-2.65,1,MEDIUM - Monitor Stock,7.0
OFF-ST-10004459,Tennsco Single-Tier Lockers,Office Supplies,Storage,28.0,9158.3,3.5,2.33,-9.02,1,MEDIUM - Monitor Stock,7.0
OFF-PA-10004530,Personal Creations Ink Jet Cards and Labels,Office Supplies,Paper,28.0,321.44,7.0,2.33,49.0,1,URGENT - Restock Immediately,7.0
FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,Furniture,Furnishings,28.0,1114.38,4.67,2.33,25.88,1,URGENT - Restock Immediately,7.0
OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Office Supplies,Binders,28.0,91.44,3.11,2.33,38.17,1,URGENT - Restock Immediately,7.0
FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Furniture,Furnishings,28.0,136.34,4.0,2.33,41.16,1,URGENT - Restock Immediately,7.0
OFF-EN-10000056,Cameo Buff Policy Envelopes,Office Supplies,Envelopes,28.0,1555.75,3.5,2.33,40.64,1,URGENT - Restock Immediately,7.0
OFF-PA-10001870,Xerox 202,Office Supplies,Paper,28.0,171.07,3.5,2.33,44.85,1,URGENT - Restock Immediately,7.0
TEC-PH-10000560,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Technology,Phones,28.0,7139.8,4.67,2.33,1.18,1,MEDIUM - Monitor Stock,7.0
OFF-PA-10001166,Xerox 1932,Office Supplies,Paper,28.0,222.43,2.8,2.33,36.79,1,URGENT - Restock Immediately,7.0
OFF-PA-10003172,Xerox 1996,Office Supplies,Paper,28.0,176.26,3.5,2.33,46.47,1,URGENT - Restock Immediately,7.0
OFF-PA-10000994,Xerox 1915,Office Supplies,Paper,28.0,2789.01,3.11,2.33,45.26,1,URGENT - Restock Immediately,7.0
OFF-BI-10003708,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Office Supplies,Binders,28.0,122.18,4.67,2.33,6.1,1,MEDIUM - Monitor Stock,7.0
OFF-BI-10001191,Canvas Sectional Post Binders,Office Supplies,Binders,28.0,422.64,4.67,2.33,13.98,1,URGENT - Restock Immediately,7.0
TEC-AC-10001109,Logitech Trackman Marble Mouse,Technology,Accessories,28.0,773.74,3.11,2.33,37.05,1,URGENT - Restock Immediately,7.0
OFF-AR-10001955,Newell 319,Office Supplies,Art,28.0,511.87,3.5,2.33,24.03,1,URGENT - Restock Immediately,7.0
OFF-PA-10001526,Xerox 1949,Office Supplies,Paper,28.0,114.54,3.5,2.33,37.91,1,URGENT - Restock Immediately,7.0
OFF-PA-10003893,Xerox 1962,Office Supplies,Paper,28.0,109.57,4.0,2.33,39.84,1,URGENT - Restock Immediately,7.0
FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,Chairs,28.0,8774.5,3.5,2.33,14.88,1,URGENT - Restock Immediately,7.0
OFF-ST-10002562,Staple magnet,Office Supplies,Storage,28.0,219.49,4.0,2.33,13.85,1,URGENT - Restock Immediately,7.0
OFF-PA-10001776,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Office Supplies,Paper,28.0,246.58,3.11,2.33,44.21,1,URGENT - Restock Immediately,7.0
OFF-FA-10000304,Advantus Push Pins,Office Supplies,Fasteners,27.0,54.94,3.86,2.25,36.79,1,URGENT - Restock Immediately,7.0
OFF-PA-10001804,Xerox 195,Office Supplies,Paper,27.0,164.33,3.38,2.25,42.93,1,URGENT - Restock Immediately,7.0
TEC-PH-10000215,Plantronics CordlessÂ Phone HeadsetÂ with In-line Volume - M214C,Technology,Phones,27.0,908.7,4.5,2.25,24.19,1,URGENT - Restock Immediately,7.0
OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,Office Supplies,Storage,27.0,3035.21,3.38,2.25,0.8,1,MEDIUM - Monitor Stock,7.0
FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Furniture,Bookcases,27.0,5184.08,4.5,2.25,-2.44,1,MEDIUM - Monitor Stock,7.0
TEC-PH-10000702,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",Technology,Phones,27.0,197.8,5.4,2.25,27.73,1,URGENT - Restock Immediately,7.0
OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,Office Supplies,Binders,27.0,17965.07,4.5,2.25,-10.45,1,MEDIUM - Monitor Stock,7.0
OFF-AR-10002399,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Art,27.0,110.76,3.86,2.25,38.73,1,URGENT - Restock Immediately,7.0
TEC-AC-10000158,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,27.0,899.75,3.0,2.25,14.68,1,URGENT - Restock Immediately,7.0
OFF-PA-10002222,"Xerox Color Copier Paper, 11"" x 17"", Ream",Office Supplies,Paper,27.0,593.84,4.5,2.25,43.92,1,URGENT - Restock Immediately,7.0
OFF-AR-10001953,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Office Supplies,Art,27.0,1073.11,3.86,2.25,19.22,1,URGENT - Restock Immediately,7.0
OFF-ST-10004507,Advantus Rolling Storage Box,Office Supplies,Storage,27.0,428.75,2.7,2.25,21.16,1,URGENT - Restock Immediately,7.0
FUR-CH-10000595,Safco Contoured Stacking Chairs,Furniture,Chairs,27.0,5697.76,3.38,2.25,15.27,1,URGENT - Restock Immediately,7.0
TEC-PH-10000984,Panasonic KX-TG9471B,Technology,Phones,27.0,4978.15,3.86,2.25,23.46,1,URGENT - Restock Immediately,7.0
OFF-PA-10004101,Xerox 1894,Office Supplies,Paper,27.0,169.78,5.4,2.25,46.41,1,URGENT - Restock Immediately,7.0
FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Furniture,Furnishings,27.0,1047.74,3.86,2.25,32.5,1,URGENT - Restock Immediately,7.0
FUR-TA-10000198,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Furniture,Tables,27.0,9917.64,5.4,2.25,-29.0,1,MEDIUM - Monitor Stock,7.0
FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,Chairs,27.0,5212.11,3.86,2.25,18.66,1,URGENT - Restock Immediately,7.0
OFF-EN-10000461,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,Envelopes,27.0,211.51,3.38,2.25,40.87,1,URGENT - Restock Immediately,7.0
OFF-BI-10003925,Fellowes PB300 Plastic Comb Binding Machine,Office Supplies,Binders,27.0,8070.19,4.5,2.25,31.2,1,URGENT - Restock Immediately,7.0
OFF-ST-10000046,Fellowes Super Stor/Drawer Files,Office Supplies,Storage,27.0,4006.44,3.0,2.25,11.81,1,URGENT - Restock Immediately,7.0
FUR-TA-10004086,KI Adjustable-Height Table,Furniture,Tables,27.0,1788.38,3.86,2.25,-1.25,1,MEDIUM - Monitor Stock,7.0
OFF-BI-10003694,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Office Supplies,Binders,27.0,137.81,4.5,2.25,-10.45,1,MEDIUM - Monitor Stock,7.0
OFF-BI-10001031,Pressboard Data Binders by Wilson Jones,Office Supplies,Binders,27.0,99.32,3.38,2.25,23.06,1,URGENT - Restock Immediately,7.0
FUR-FU-10000076,24-Hour Round Wall Clock,Furniture,Furnishings,27.0,487.51,4.5,2.25,36.93,1,URGENT - Restock Immediately,7.0
OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,Office Supplies,Binders,27.0,2954.44,3.38,2.25,16.57,1,URGENT - Restock Immediately,7.0
OFF-AR-10001860,BIC Liqua Brite Liner,Office Supplies,Art,27.0,173.5,4.5,2.25,30.88,2,LOW - Plan Restock,7.0
TEC-PH-10001336,Digium D40 VoIP phone,Technology,Phones,27.0,3044.16,3.0,2.25,18.77,2,LOW - Plan Restock,7.0
TEC-AC-10001314,Case Logic 2.4GHz Wireless Keyboard,Technology,Accessories,27.0,1229.75,3.38,2.25,-0.98,2,LOW - Plan Restock,7.0
TEC-PH-10002564,OtterBox Defender Series Case - Samsung Galaxy S4,Technology,Phones,27.0,689.77,3.38,2.25,17.83,2,LOW - Plan Restock,7.0
FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",Furniture,Furnishings,27.0,154.34,3.86,2.25,27.41,2,LOW - Plan Restock,7.0
OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,27.0,618.56,3.0,2.25,19.45,2,LOW - Plan Restock,7.0
OFF-FA-10000611,Binder Clips by OIC,Office Supplies,Fasteners,27.0,36.11,3.86,2.25,42.46,2,LOW - Plan Restock,7.0
OFF-AR-10002067,Newell 334,Office Supplies,Art,27.0,531.71,4.5,2.25,25.45,2,LOW - Plan Restock,7.0
FUR-FU-10001889,Ultra Door Pull Handle,Furniture,Furnishings,27.0,265.1,4.5,2.25,28.21,2,LOW - Plan Restock,7.0
OFF-BI-10004817,GBC Personal VeloBind Strips,Office Supplies,Binders,27.0,156.94,3.86,2.25,-7.18,2,LOW - Plan Restock,7.0
OFF-AR-10003469,Nontoxic Chalk,Office Supplies,Art,27.0,42.94,3.38,2.25,42.46,2,LOW - Plan Restock,7.0
OFF-AP-10000026,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Office Supplies,Appliances,27.0,1243.79,4.5,2.25,6.03,2,LOW - Plan Restock,7.0
TEC-AC-10002550,Maxell 4.7GB DVD-RW 3/Pack,Technology,Accessories,27.0,619.42,3.38,2.25,1.48,2,LOW - Plan Restock,7.0
OFF-BI-10002003,Ibico Presentation Index for Binding Systems,Office Supplies,Binders,27.0,72.04,3.86,2.25,20.94,2,LOW - Plan Restock,7.0
TEC-PH-10003691,BlackBerry Q10,Technology,Phones,27.0,3099.35,4.5,2.25,17.68,2,LOW - Plan Restock,7.0
OFF-FA-10001883,"Alliance Super-Size Bands, Assorted Sizes",Office Supplies,Fasteners,27.0,197.61,6.75,2.25,-5.24,2,LOW - Plan Restock,7.0
TEC-PH-10003095,Samsung HM1900 Bluetooth Headset,Technology,Phones,27.0,491.68,3.86,2.25,39.73,2,LOW - Plan Restock,7.0
TEC-PH-10004100,Griffin GC17055 Auxiliary Audio Cable,Technology,Phones,27.0,395.78,4.5,2.25,11.64,2,LOW - Plan Restock,7.0
OFF-BI-10001617,GBC Wire Binding Combs,Office Supplies,Binders,26.0,184.05,3.71,2.17,22.58,2,LOW - Plan Restock,7.0
TEC-PH-10004833,Macally Suction Cup Mount,Technology,Phones,26.0,279.63,6.5,2.17,-11.11,2,LOW - Plan Restock,7.0
OFF-SU-10000157,Compact Automatic Electric Letter Opener,Office Supplies,Supplies,26.0,2982.75,3.25,2.17,-1.92,2,LOW - Plan Restock,7.0
OFF-ST-10001128,"Carina Mini System Audio Rack, Model AR050B",Office Supplies,Storage,26.0,2730.11,4.33,2.17,-2.52,2,LOW - Plan Restock,7.0
OFF-PA-10000791,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",Office Supplies,Paper,26.0,115.43,4.33,2.17,40.91,2,LOW - Plan Restock,7.0
FUR-CH-10001797,"Safco Chair Connectors, 6/Carton",Furniture,Chairs,26.0,881.19,6.5,2.17,19.39,2,LOW - Plan Restock,7.0
FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",Furniture,Chairs,26.0,6410.87,3.25,2.17,13.33,2,LOW - Plan Restock,7.0
OFF-PA-10004610,Xerox 1900,Office Supplies,Paper,26.0,105.29,3.71,2.17,41.87,2,LOW - Plan Restock,7.0
TEC-AC-10002331,"Maxell 74 Minute CDR, 10/Pack",Technology,Accessories,26.0,232.76,5.2,2.17,31.18,2,LOW - Plan Restock,7.0
OFF-PA-10002606,Xerox 1928,Office Supplies,Paper,26.0,124.61,6.5,2.17,39.41,2,LOW - Plan Restock,7.0
TEC-AC-10001553,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",Technology,Accessories,26.0,373.78,5.2,2.17,6.64,2,LOW - Plan Restock,7.0
OFF-ST-10001932,Fellowes Staxonsteel Drawer Files,Office Supplies,Storage,26.0,4829.25,3.71,2.17,10.56,2,LOW - Plan Restock,7.0
OFF-PA-10003022,Standard Line â€œWhile You Were Outâ€ Hardbound Telephone Message Book,Office Supplies,Paper,26.0,297.12,4.33,2.17,40.66,2,LOW - Plan Restock,7.0
FUR-TA-10001086,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",Furniture,Tables,26.0,2979.0,5.2,2.17,1.84,2,LOW - Plan Restock,7.0
OFF-AP-10002311,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Office Supplies,Appliances,26.0,1383.08,2.6,2.17,27.56,2,LOW - Plan Restock,7.0
TEC-PH-10002726,netTALK DUO VoIP Telephone Service,Technology,Phones,26.0,1112.79,3.71,2.17,38.68,2,LOW - Plan Restock,7.0
OFF-PA-10001950,Southworth 25% Cotton Antique Laid Paper & Envelopes,Office Supplies,Paper,26.0,200.16,5.2,2.17,40.42,2,LOW - Plan Restock,7.0
TEC-AC-10001266,Memorex Micro Travel Drive 8 GB,Technology,Accessories,26.0,299.0,3.25,2.17,37.83,2,LOW - Plan Restock,7.0
FUR-TA-10002533,BPI Conference Tables,Furniture,Tables,26.0,2241.87,5.2,2.17,-35.5,2,LOW - Plan Restock,7.0
